CENTRE VILLE,Q1_1,Q1_1_A,Q1_1_B,Q1_1_C,Q1_2,Q1_2_A,Q1_2_B,Q1_3_C,Q2_1,Q2_2_1,Q2_2_2,Q2_3_1,Q2_3_2,Q2_3,Q2_4,Q2_5_1,Q2_5_2,Q2_6_1,Q2_6_2,Q3_1,Q3_2,Q3_3_1,Q3_3_2,Q4_1_A,Q4_1_B,Q4_2_A,Q4_2_B,Q4_3,Q4_4,Q4_4_AUTRES,Q5_1,Q5_2,Q5_3
Yaounde,Un quartier de la ville de Yaounde,ODZA,KYCEE,,Un quartier de la ville de Yaounde,ODZA,OBERGE BLUE,,A pied,,,,,Non,,,,,,Non,,,,5,5 € 10 minutes,10,Moins de 15 min,100,Autres,Etudes,Moins de 18 ans,Entre 300 001 et 500 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MFOU,MFOU,,Un quartier de la ville de Yaounde,MFOU,MFOU,,Par taxi,AWA ESCALIER,AWA ESCALIER,ACACIA,ACACIA,Non,,,,,,Non,,,,5,5 € 10 minutes,10,Moins de 15 min,500,Travail,,Entre 26 et 35 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,NKOLMESSENG,NDJANKEU,,Un quartier de la ville de Yaounde,NKOLMESSENG,NDJANKEU,,Par taxi,NKOLMESSENG,DJANKEU,POSTE CENTRALE,POSTE CENTRALE,Non,,,,,,Non,,,,3,Moins de 5 min,20,15 € 30 min,250,Courses,,Entre 18 et 25 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,DRAGAGE,CLOPE CAMTEL,,Un quartier de la ville de Yaounde,NGOUSSO,NGOUSSO CHAPPELLE,,A pied,,,,,Oui,A pied,CARREFOUR REGI,CARREFOUR REGI,MOBIL OMNISIPORT,OMNISIPORT,Oui,A pied,NGOUSSO,CHAPPELLE NGOUSSO,10,10 € 20 minutes,1,Moins de 15 min,500,Autres,Etudes,Moins de 18 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,EMOMBO,2EME,,Un quartier de la ville de Yaounde,ELIG EDZOA,SAFCA,,A pied,,,,,Non,,,,,,Oui,Par taxi,ELIG EDZOA,SAFCA,60,Plus de 20 minutes,15,15 € 30 min,100,Travail,,Entre 36 et 45 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,AHALA 2,SIM,,Un quartier de la ville de Yaounde,JOUVENCE,MONTE JOUVENCE,,Par moto / moto taxi,AHALA 2,SIM,AHALA,BARRIERE,Non,,,,,,Oui,Par taxi,JOUVENCE,MONTE JOUVENCE,5,5 € 10 minutes,35,30 € 60 min,400,Travail,,Entre 18 et 25 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOLMESSENG,PETIT PARIS,,Un quartier de la ville de Yaounde,HUITIEME,ENEO HUITIEME,,Par taxi,HOTEL DU PLATEAU,CARREFOUR,ACACIA,CARREFOUR ACACIAD,Non,,,,,,Non,,,,30,Plus de 20 minutes,60,Plus de 1heure,700,Travail,,Entre 45 et 54 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,EMANA,BONNE FONTAINE,,Un quartier de la ville de Yaounde,SANGNELINA,HOPITAL DE REFERENCE,,Par taxi,EMANA,BONNE FONTAINE,ROND POINT NLOLKAN,ROND POINT NLOKA,Non,,,,,,Oui,Un particulier,SANGMELINA,HOPITAL DE REFERENCE DE SANGMELINA,10,10 € 20 minutes,15,15 € 30 min,200,Travail,,Entre 36 et 45 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,CENTRE VILLE,HILTON,,Un quartier de la ville de Yaounde,NKONGOA,APRES AWAE,,A pied,,,,,Non,,,,,,Oui,Par taxi,MVOG MBI,CORON,10,10 € 20 minutes,90,Plus de 1heure,1600,Travail,,Entre 36 et 45 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,OLEMBE,STADE,,Un quartier de la ville de Yaounde,OLEMBE,STADE,,Par taxi,MESSASSI,MESSASSI,SIMBOCCK,CARREFOUR,Non,,,,,,Oui,Par taxi,OLEMBE,STADE,10,10 € 20 minutes,45,30 € 60 min,500,Travail,,Entre 45 et 54 ans,Entre 300 001 et 500 000,Homme
Yaounde,Un quartier de la ville de Yaounde,SOA,BANDA,,Un quartier de la ville de Yaounde,SIMBOCK,ENTRE SIMBOC,,Par taxi,SOA,BANDA,POSTE CENTRALE,SONEL,Non,,,,,,Oui,Par taxi,SIMBOCK,ENTREE SIMBOCK,5,5 € 10 minutes,45,30 € 60 min,500,"Visite famille, amis",,Entre 26 et 35 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,FOUDA,CATHEDRALE DU QUARTIER FOUDA,,Un quartier de la ville de Yaounde,SANTA BARBARA,ANCIEN 6EME,,Par taxi,QUARTIER FOUDA,CATHEDRALE,OMNISIPORT,MOBIL,Non,,,,,,Non,,,,2,Moins de 5 min,15,15 € 30 min,350,Autres,Etudes,Entre 18 et 25 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,SANTA BARBARA,AU NIVEAU DU TCHADE,,Un quartier de la ville de Yaounde,TSINGA,LYCEE DE TSINGA,,Par taxi,SANTA BARBARA,LE TCHADE,ETOUDI,MARCHE,Non,,,,,,Non,,,,30,Plus de 20 minutes,20,15 € 30 min,250,Autres,Etudes,Entre 18 et 25 ans,Moins de 30 000,Femme
Yaounde,Un quartier de la ville de Yaounde,SIMBOCK,BASE MILITAIRE,,Un quartier de la ville de Yaounde,CARRIERE,CARREFOUR CARRIERE,,Par taxi,SIMBOCK,BASE MILITAIRE,SIMBOCK,ENTREE SIMBOCK,Oui,Par moto / moto taxi,BASE MILITAIRE,BASE MILITAIRE,SIMBOCK,ENTREE SIMBOCK,Non,,,,10,10 € 20 minutes,25,15 € 30 min,600,"Visite famille, amis",,Entre 18 et 25 ans,Moins de 30 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MVAN,SANTA LUCIA MVAN,,Un quartier de la ville de Yaounde,MENDONG,BASE MILITAIRE,,Par taxi,MVAN,CARREFOUR MVAN,SIMBOCK,ENTREE SIMBOCK,Non,,,,,,Non,,,,13,10 € 20 minutes,28,15 € 30 min,800,"Activites de loisirs, sportives,/ voyages",,Entre 36 et 45 ans,Entre 300 001 et 500 000,Femme
Yaounde,Un quartier de la ville de Yaounde,EKOUNOU,EKOUNOU MARCHE,,Un quartier de la ville de Yaounde,AWAE,COLLEGE PIERRE MONTI,,Par taxi,EKOUNOU,EKOUNOU PALAIS,AWAE,AWAE CARREFOUR,Non,,,,,,Non,,,,25,Plus de 20 minutes,50,30 € 60 min,600,Demarches administratives et/ou sante,,Entre 55ans et 64 ans,Entre 300 001 et 500 000,Homme
Yaounde,Un quartier de la ville de Yaounde,NKOM-KANA,MACABO,,Un quartier de la ville de Yaounde,NKOM-KANA,MACABO,,Par taxi,NKOM-KANA,MACABO,ODZA,TERMINUS,Non,,,,,,Non,,,,20,Plus de 20 minutes,50,30 € 60 min,400,"Visite famille, amis",,Entre 26 et 35 ans,Entre 300 001 et 500 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOM-KANA,MAISON DE PARTIE,,Un quartier de la ville de Yaounde,NKOM-KANA,MAISON DE PARTI,,Par taxi,NKOM-KANA,MAISON DE PARTIE,NLONGKAK,TOTAL,Non,,,,,,Non,,,,10,10 € 20 minutes,20,15 € 30 min,200,"Visite famille, amis",,Entre 45 et 54 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NGOUSSO,DESENTEELEVEUR,,Un quartier de la ville de Yaounde,MIMBONAN,CHECKSPEE,,Par moto / moto taxi,NGOUSSO,DECENTE ELEVEUR,OMNISIPORT,MOBIL,Non,,,,,,Oui,Par taxi,MIMBOMAN,CHESK,5,5 € 10 minutes,25,15 € 30 min,200,"Visite famille, amis",,Entre 26 et 35 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MOKOLO,FACEDOVE,,Un quartier de la ville de Yaounde,MBANKOLO,VILLAGE FOBE,,Par moto / moto taxi,BAKOLO,CARREFOUR,VILLAGE FOBE,VILLAGE FOBE,Non,,,,,,Non,,,,6,5 € 10 minutes,30,30 € 60 min,400,Travail,,Entre 18 et 25 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,OYOM ABANG,TECLA,,Un quartier de la ville de Yaounde,CARREFOUR MEEC,DERRIERE EGLISE MEEC,,A pied,,,,,Non,,,,,,Non,,,,2,Moins de 5 min,4,Moins de 15 min,100,Autres,rencontre,Entre 26 et 35 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,EFOULAN,PRES DE LA BISILIQUE,,Un quartier de la ville de Yaounde,MVOLYE,BASILIQUE,,Par taxi,CARREFOUR EFOULAN,FACE GENDARMERIE,WIMBOCK,ENTREE DU LYCEE,Non,,,,,,Oui,Par taxi,MVOLYE,BASILIQUE,10,10 € 20 minutes,40,30 € 60 min,500,"Visite famille, amis",,Moins de 18 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKONDENGUI,ENTREEELATCHENCO,,Un quartier de la ville de Yaounde,NKONDENGUI,ENTREE DE EL PATCHENCO,,Par taxi,NKONDENGUI,MOBIL,POSTE CENTRALE,CENTRAL,Non,,,,,,Oui,Par taxi,NKONDENGUI,MOBIL,5,5 € 10 minutes,15,15 € 30 min,350,Courses,,Entre 26 et 35 ans,Moins de 30 000,Femme
Yaounde,Un quartier de la ville de Yaounde,ETOUDI,ETOUDI PALAIS,,Un quartier de la ville de Yaounde,MENDONG,DOVV MENDONG,,Par taxi,ETOUDI,ETOUDI PALAIS,SIMBOCK,ENTREE SIMBOCK,Non,,,,,,Non,,,,45,Plus de 20 minutes,50,30 € 60 min,1200,Demarches administratives et/ou sante,,Entre 45 et 54 ans,Entre 300 001 et 500 000,Homme
Yaounde,Un quartier de la ville de Yaounde,CENTRE VILLE,IMMEUBLE SHELL AVENUE KENNEDY,,Un quartier de la ville de Yaounde,FOUDA,MELIMELO,,A pied,,,,,Non,,,,,,Non,,,,20,Plus de 20 minutes,30,30 € 60 min,250,Autres,retour a la maison,Entre 18 et 25 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MBANKOLO,MONTE HUITIEME,,Un quartier de la ville de Yaounde,HUITIEM,MONTE,,Par moto / moto taxi,MBANKOLO,CARREFOUR,HUITIEME,MONTE,Non,,,,,,Non,,,,10,10 € 20 minutes,30,30 € 60 min,300,Courses,,Entre 18 et 25 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MVOG ADA,"ENFACE HOTEL MIRADOR, COLLEGE MONTESQIEU",,Un quartier de la ville de Yaounde,ELIG EFFA,ECOLE DES TRAVAUX,,A pied,,,,,Non,,,,,,Oui,Par taxi,ELIG EFFA,ECOLE DES TRAVAUX,20,Plus de 20 minutes,30,30 € 60 min,150,Autres,Etudes,Entre 18 et 25 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MBALLA 2,DERRIERE LE GEORGES 5,,Un quartier de la ville de Yaounde,PROVINCE,SERVICE DU GOUVERNEUR,,Par taxi,MBALLA 2,DEVANT LE GEORGE 5,NLONGKAK,BATA NLONGKAK,Non,,,,,,Oui,Par taxi,CENTRE VILLE,SERVICE DU GOUVERNEUR,5,5 € 10 minutes,10,Moins de 15 min,400,"Visite famille, amis",,Entre 36 et 45 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,CARRIERE,MANGUIER,,Un quartier de la ville de Yaounde,CARRIERE,MANGUIER,,Par taxi,MBANKOLO,TRADRX,CARRIERE,MANGUIER,Non,,,,,,Non,,,,5,5 € 10 minutes,60,Plus de 1heure,500,Courses,,Entre 55ans et 64 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MESSASSI,CARREFOUR MESSASSI,,Un quartier de la ville de Yaounde,EKOUM DOUM,DIXIEME,,A pied,,,,,Non,,,,,,Non,,,,30,Plus de 20 minutes,20,15 € 30 min,250,Courses,,Entre 36 et 45 ans,Entre 300 001 et 500 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MINKAN,CARREFOUR JESUS,,Un quartier de la ville de Yaounde,ELIG ESSONO,RUE CEPER MINFOP,,A pied,,,,,Non,,,,,,Oui,Par taxi,RUE CEPER,RUE CEPER MINFOP,30,Plus de 20 minutes,100,Plus de 1heure,250,Courses,,Entre 36 et 45 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NIOM,SOUS MANGUIERET,,Un quartier de la ville de Yaounde,CITE VERTE,PARQUE NATIONAL,,Par taxi,CHAPELLE,DISPANSAIRE,MESSASSI,DISPANSAIRE,Non,,,,,,Oui,Par taxi,MOKOLO,MARCHE,20,Plus de 20 minutes,30,30 € 60 min,300,Travail,,Entre 26 et 35 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,ETETAK,DERRIERE MAGASINE,,Un quartier de la ville de Yaounde,POSTE CENTRALE,HOTEL DE VILLE,,A pied,,,,,Oui,Par taxi,CARREFOUR MEEC,ETETAK,POSTE CENTRALE,HOTEL,Non,,,,38,Plus de 20 minutes,15,15 € 30 min,300,Courses,,Entre 36 et 45 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,NKOM-KANA,CARREFOUR RDPC,,Un quartier de la ville de Yaounde,NKOM-KANA,RDPC,,Par taxi,NKOM-KANA,RDPC,NLONGKAK,COLLEGE MATEMFEN,Non,,,,,,Non,,,,10,10 € 20 minutes,30,30 € 60 min,250,Autres,Etudes,Entre 18 et 25 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,AWAE,DERRIERE PEKOU COLLEGE,,Un quartier de la ville de Yaounde,CENTRE VILLE,BOULANGERIE ELIZE,,Par moto / moto taxi,AWAE,DERRIERE PEKOU COLLEGE,EKOUNOU,CARREFOUR,Non,,,,,,Oui,A pied,CENTRE VILLE,BOULANGERIE ELIZE,5,5 € 10 minutes,20,15 € 30 min,350,Courses,,Entre 45 et 54 ans,Entre 300 001 et 500 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MVAN,CARREFOUR MVAN,,Un quartier de la ville de Yaounde,MVOG TIGUI,CONTENNEUR MVOG TUGUI,,Par taxi,MVAN,CARREFOUR MVAN,BARRIERE,BARRIERE AHALA,Non,,,,,,Non,,,,15,10 € 20 minutes,10,Moins de 15 min,600,"Visite famille, amis",,Entre 26 et 35 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,NIOM,DOS DANE,,Un quartier de la ville de Yaounde,MVAN,PAROISSE TOUT ST,,A pied,,,,,Non,,,,,,Oui,Par taxi,MVAN,PAROISSE TOUT ST,20,Plus de 20 minutes,50,30 € 60 min,500,"Activites de loisirs, sportives,/ voyages",,Entre 26 et 35 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MVOG BETSI,VOG ATANGANA MBALA,,Un quartier de la ville de Yaounde,MVOG ATANGANA MBALLA,VOG ATANGANA BALLA,,Par taxi,MVOG ATANGANA MBALLA,PIMENTERIE,MVAN,CARREFIUR,Non,,,,,,Non,,,,5,5 € 10 minutes,20,15 € 30 min,250,Courses,,Entre 18 et 25 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NLONGKAK,NLONGKAK,,Un quartier de la ville de Yaounde,BRIQUETERIE,CARREFOUR SOYA,,A pied,,,,,Non,,,,,,Non,,,,15,10 € 20 minutes,30,30 € 60 min,100,"Visite famille, amis",,Moins de 18 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,DAMAS,DAMAS,,Un quartier de la ville de Yaounde,MSAM,MSAM GARANTI,,Par taxi,DAMAA,DAMAS,SIMBOCK,SIMBOCK,Oui,Par taxi,DAMAS,DAMAS,SIMBOCK,SIMBOCK,Non,,,,35,Plus de 20 minutes,40,30 € 60 min,600,Demarches administratives et/ou sante,,Entre 36 et 45 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,NKOL BIKOK,TRADEX,,Un quartier de la ville de Yaounde,MVOLYE,BAILIC,,Par taxi,NKOL BIKOK,TRADEX,MELEN,TOTAL,Non,,,,,,Non,,,,30,Plus de 20 minutes,45,30 € 60 min,500,"Activites de loisirs, sportives,/ voyages",,Entre 45 et 54 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MVOG BETSI,HOLY INFANT,,Un quartier de la ville de Yaounde,NKOM-KANA,NKOM-KANA,,Par taxi,NKOM-KANA,NKOM-KANA,HOLY INFANT,HOLY INFANT,Non,,,,,,Non,,,,2,Moins de 5 min,20,15 € 30 min,250,Autres,Etudes,Moins de 18 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MESSA,HOPITAL CENTRAL,,Un quartier de la ville de Yaounde,NKOLMESSENG,APRES,,Par taxi,HOPITAL CENTRAL,HOPITAL,POSTE CENTRALE,POSTE CENTRALE,Non,,,,,,Non,,,,12,10 € 20 minutes,5,Moins de 15 min,150,"Visite famille, amis",,Entre 18 et 25 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NSIMEYONG,NSIMEYONG,,Un quartier de la ville de Yaounde,NSIMEYONG,NSIMEYONG,,Par taxi,NDS,NSIMEYONG,ACACIA,ACACIA,Non,,,,,,Non,,,,1,Moins de 5 min,5,Moins de 15 min,150,Courses,,Entre 45 et 54 ans,Moins de 30 000,Femme
Yaounde,Un quartier de la ville de Yaounde,SIMBOCK,FOUDA,,Un quartier de la ville de Yaounde,MADAGASCAR,MOBIL MADAGASCAR,,Par taxi,SIMBOCK,CARREFOUR,ACACIA,CARREFOUR ACACIA,Non,,,,,,Non,,,,1,Moins de 5 min,1,Moins de 15 min,2000,Courses,,Entre 26 et 35 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MEYO,LYCEE,,Un quartier de la ville de Yaounde,AHALA 1,HOPITAL MARIA ROSA,,Par moto / moto taxi,MEYO,LYCEE DE MEYO,AHALA2,TRADEX,Non,,,,,,Oui,Par moto / moto taxi,AHALA 1,HOPITAL MARIA ROSA,5,5 € 10 minutes,15,15 € 30 min,500,"Visite famille, amis",,Entre 18 et 25 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,DAKAR,GARE,,Un quartier de la ville de Yaounde,SIMBOCK,ECOLE DE GUERRE,,Par taxi,EFOULAN,CARREFOUR,BIYEM ASSI,ACACIA,Oui,Un particulier,DAKAR,GUARRR,EFOULAN,CARREFOUR,Oui,Par taxi,TKC,CARREFOUR,4,Moins de 5 min,30,30 € 60 min,250,Travail,,Entre 45 et 54 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,POSTE CENTRALE,POSTE CENTRALE,,Un quartier de la ville de Yaounde,EMOMBO,1ER,,Par taxi,POSTE CENTRALE,POSTE CENTRALE,POSTE CENTRALE,POSTE CENTRALE,Non,,,,,,Non,,,,10,10 € 20 minutes,9,Moins de 15 min,200,"Activites de loisirs, sportives,/ voyages",,Entre 45 et 54 ans,Entre 100 001 et 300 000,Homme
Yaounde,Un quartier de la ville de Yaounde,OBOBOGO,OBOBOGO RAIL,,Un quartier de la ville de Yaounde,OBOBOGO,RAIL,,Par taxi,OBBOGO,CARREFOUR MEEC,CARREFOUR,NKOLBISSON,Non,,,,,,Non,,,,1,Moins de 5 min,35,30 € 60 min,800,Travail,,Entre 45 et 54 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOMO,PETIT MARCHE PLANTIN,,Un quartier de la ville de Yaounde,EKOUNOU,MORGUE,,A pied,,,,,Non,,,,,,Non,,,,2,Moins de 5 min,2,Moins de 15 min,200,Courses,,Plus de 65 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,OMNISIPORT,NFANDENA,,Un quartier de la ville de Yaounde,FOURGEROLLES,COMPLEX BAR,,A pied,,,,,Non,,,,,,Non,,,,5,5 € 10 minutes,30,30 € 60 min,150,"Activites de loisirs, sportives,/ voyages",,Moins de 18 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOA MBANG,VIE CONTINU,,Un quartier de la ville de Yaounde,MBALLA 2,JEAMOT,,Par moto / moto taxi,NKOA MBANG,VIE CONTINU,NKOA MBANG,CARREFOUR,Non,,,,,,Oui,Par taxi,MBALLA 2,JEAMOT,30,Plus de 20 minutes,1,Moins de 15 min,400,Demarches administratives et/ou sante,,Entre 18 et 25 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,TKC,TKC,,Un quartier de la ville de Yaounde,ACACIA,CARREFOUR ACACIA,,Par moto / moto taxi,MENDONG,CARREFOUR BANANE,NSIMEYONG,CHAPPELLE NSSIMEYONG,Oui,A pied,NKOLSSIE,CARREFOUR NKOLSSIE,NKOLDOUE,LAMPADER,Non,,,,6,5 € 10 minutes,15,15 € 30 min,250,"Activites de loisirs, sportives,/ voyages",,Entre 45 et 54 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,EMANA,PEYIT VILLAGE,,Un quartier de la ville de Yaounde,SANTA BARBARA,ENTRE TCHOUGUI,,Par moto / moto taxi,EMANA,PETIT VILLAGE,EMANA,BORNE FONTAINNE,Non,,,,,,Oui,Par taxi,SANTA BARBARA,TCHOUNGUI,2,Moins de 5 min,20,15 € 30 min,200,"Visite famille, amis",,Moins de 18 ans,Moins de 30 000,Homme
Yaounde,Un quartier de la ville de Yaounde,ESSOMBA,CARREFOUR ESSOMBA,,Un quartier de la ville de Yaounde,NKOL FOULOU,CARREFOUR NKOL FOULOU,,Par taxi,OMNISIPORT,MOBIL OMINSPORT,NKOL FOULOU,COLLEGE NKOL FOULOU,Non,,,,,,Non,,,,2,Moins de 5 min,5,Moins de 15 min,500,Travail,,Entre 45 et 54 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,AKOKNDUE,KODOUE,,Un quartier de la ville de Yaounde,NKOA MBANG,NKOA MBANG,,Par taxi,MODOUE,MODOUE,NKOLBISSON,CARREFOUR,Non,,,,,,Non,,,,15,10 € 20 minutes,20,15 € 30 min,300,Courses,,Entre 36 et 45 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MESSA,CITE SIC MESSA,,Un quartier de la ville de Yaounde,MESSA,CITE SIC MESA,,Par Cargo/ Mini Bus,MESSA,MOKOLO,MENDONG,ENTREE SIMBOCK,Oui,Par taxi,MESSA,CITE SIC,MOKOLO,MONTEE ELIG EFFA,Oui,Par moto / moto taxi,MESSA,CITE SIC,15,10 € 20 minutes,30,30 € 60 min,700,Travail,,Entre 26 et 35 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOLODOM,PRESCOLAIRE,,Un quartier de la ville de Yaounde,MARCHE MFOUNDI,APRES HYSACAN,,Un particulier,NKOLODOM,PRESCOLAIRE,POSTE CENTRALE,PALAIS DE JUSTICE,Non,,,,,,Non,,,,5,5 € 10 minutes,30,30 € 60 min,1000,Travail,,Entre 18 et 25 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MBANKOMO,ANCIENPAYAGE,,Un quartier de la ville de Yaounde,NKOMO,DISPENSAIRE NKOMO,,Par Cargo/ Mini Bus,MBANKOMO,ANCIEN PAYAGE,BARRIERE AHALA,BARRIERE AHALA,Non,,,,,,Oui,Par taxi,NKOMO,DISPENS A IRE,5,5 € 10 minutes,45,30 € 60 min,600,Travail,,Entre 36 et 45 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,JOUVENCE,MONTEE,,Un quartier de la ville de Yaounde,JOUVENCE,MONTEE,,A pied,,,,,Non,,,,,,Non,,,,10,10 € 20 minutes,20,15 € 30 min,250,Courses,,Entre 18 et 25 ans,Entre 100 001 et 300 000,Femme
Yaounde,Un quartier de la ville de Yaounde,MBANKOMO,ELOUMDEM,,Un quartier de la ville de Yaounde,MVOG MBI,MARCHE MVOG MBI,,Par moto / moto taxi,MBANKOMO,ELOUMDEM LL,SIMBOCK,ENTREE SIMBOCK,Non,,,,,,Oui,Par taxi,MVOG MBI,MARCHE MVOG MBI,35,Plus de 20 minutes,60,Plus de 1heure,2100,Autres,achat,Entre 45 et 54 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOLMESSENG,NKOLMESSENG APRES LE CHEF,,Un quartier de la ville de Yaounde,MVOGT,CARREFOUR MVOGT,,Par moto / moto taxi,NKOLMESSENG,NKOLMESSENG,HOTEL DU PLATEAU,HOTEL LE PLATEAU,Oui,Par taxi,HOTEL DU PLATEAU,HOTEL DU PLATEAU,MVOGT,CARREFOUR MVOK,Non,,,,10,10 € 20 minutes,15,15 € 30 min,900,"Activites de loisirs, sportives,/ voyages",,Entre 18 et 25 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,NKONDENGUI,NOUVELLE CAROSEL,,Un quartier de la ville de Yaounde,BASTOS,AMBASSADE ITALI,,Par taxi,NKONDENGUI,NOUVELLE ROUTE CAROSEL,MIMBOMAN,TERMINUS,Non,,,,,,Oui,Par taxi,BASTOS,ANCIEN AMBASSADE D'ITALIE,5,5 € 10 minutes,40,30 € 60 min,400,Travail,,Entre 26 et 35 ans,Entre 300 001 et 500 000,Homme
Yaounde,Un quartier de la ville de Yaounde,MESSASSI,COMISSARIA,,Un quartier de la ville de Yaounde,OBOBOGO,ENTRE BNEDITE,,A pied,,,,,Non,,,,,,Oui,Par taxi,OBOBOGO,ENTRE BENETITE,30,Plus de 20 minutes,50,30 € 60 min,500,Travail,,Entre 36 et 45 ans,Entre 30 001 et 100 000,Homme
Yaounde,Un quartier de la ville de Yaounde,BATA NLONGKAK,COLLEGE ADVENTISTE DE YAOUNDE,,Un quartier de la ville de Yaounde,NGOUSSO,ELEVEUR,,A pied,,,,,Non,,,,,,Oui,Par taxi,NGOUSSO,CHAPPELLE NGOUSSO,5,5 € 10 minutes,20,15 € 30 min,100,Autres,Etudes,Entre 18 et 25 ans,Moins de 30 000,Femme
Yaounde,Un quartier de la ville de Yaounde,SANTA BARBARA,AVANT CARREFOUR,,Un quartier de la ville de Yaounde,SANTA BARBARA,AVANT CARREFOUR,,Par taxi,SANTA BARBARA,CARREFOUR,SIMBOCK,ENTREE,Non,,,,,,Non,,,,5,5 € 10 minutes,40,30 € 60 min,250,Courses,,Entre 45 et 54 ans,Entre 30 001 et 100 000,Femme
Yaounde,Un quartier de la ville de Yaounde,NKOL NDA,ROUTE DE NSIMALEN,,Un quartier de la ville de Yaounde,NKOLMESSENG,CARRDFOUR MONT BELINGA,,Par taxi,NSIMALEN,NKOL NDA,MVAN,CARREFOUR NVAM,Non,,,,,,Oui,Par taxi,ESSOS,CARREFOUR HOTEL DU PLATEAU,5,5 € 10 minutes,30,30 € 60 min,1400,Travail,,Entre 26 et 35 ans,Entre 100 001 et 300 000,Homme
