age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
more_75,retired,female,21.033499,105.824974,21.026234,105.830888,shopping,bike,4_7,1.014569896,12,convinient timesaving,0,4,0,1,,,,1_5,,,neutral,neutral,good,good,good,private_house,permanent,owner,parking,jam,unsafe,slow,800,yes,no,bike walk,0,0,1,0,0,0,1,verygood,good,neutral,good,neutral,neutral,agree
more_75,retired,female,21.048618,105.774215,21.051,105.772956,leisure,walk,4_7,0.295337914,5,convinient,0,3,1,2,,,,1_5,,,good,neutral,neutral,good,good,private_house,permanent,owner,jam,jam,jam,slow,400,yes,no,bike walk,0,0,1,0,0,0,1,good,good,neutral,good,neutral,neutral,agree
56_75,private,male,21.005193,105.947685,20.926372,105.722551,caring,car,1_3,24.96544193,70,other,0,1,2,2,,,,,,,,,,,,private_house,permanent,parent_house,jam,jam,jam,jam,300,yes,car,bike bus,0,0,1,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
18_25,private,female,21.033683,105.816209,21.033908,105.816139,work,walk,4_7,0.026052367,1,convinient,0,4,1,1,,6_10,,,,,,,,,,high_rise,long_stay,parent_house,cost,jam,unsafe,slow,350,no,car,ebike bike bus,0,1,1,1,0,0,0,neutral,neutral,verygood,verygood,neutral,neutral,neutral
more_75,retired,female,21.017105,105.833613,21.017224,105.837639,shopping,bike,8_10,0.418098691,10,timesaving other,0,1,0,2,,1_5,,more_20,,,good,good,neutral,good,good,private_house,permanent,owner,cost,jam,jam,slow,300,yes,no,bike bus walk,0,0,1,1,0,0,1,good,good,good,verygood,neutral,neutral,agree
more_75,retired,female,21.072301,105.787713,21.073123,105.787825,leisure,walk,1_3,0.092138165,5,convinient,0,1,0,2,,,,11_15,,,good,good,neutral,neutral,good,private_house,permanent,owner,cost,jam,jam,slow,300,yes,no,bike lighttrain walk,0,0,1,0,1,0,1,good,good,neutral,good,neutral,neutral,agree
56_75,fdi,female,21.177178,105.732087,21.175521,105.733161,leisure,bike,8_10,0.21528828,345,cost,1,1,1,1,,,,,,,,,,,,social_house,long_stay,rent,parking,parking,parking,parking,7654,donotcare,moto,ebike,0,1,0,0,0,0,0,bad,bad,bad,neutral,neutral,neutral,disagree
56_75,retired,female,21.00356,105.810266,20.99874,105.811175,visit,bike,1_3,0.544203782,7,convinient other,0,4,1,2,,,,more_20,,,neutral,good,good,neutral,good,private_house,permanent,owner,cost,jam,unsafe,slow,600,yes,no,car ebike bike walk,1,1,1,0,0,0,1,good,good,good,good,neutral,neutral,agree
less_18,student,female,21.02815,105.848195,21.030913,105.846904,shopping,walk,1_3,0.335179498,10,cost,1,3,1,3,1_5,,more_20,1_5,,,good,good,neutral,neutral,good,private_house,permanent,parent_house,jam,jam,jam,slow,200,no,moto,car ebike bike taxi,1,1,1,0,0,1,0,good,good,good,neutral,good,neutral,disagree
36_55,private,female,21.027915,105.832704,21.027339,105.828123,visit,car,8_10,0.479758059,12,convinient other,1,2,3,4,,,,,,,,,,,,private_new,permanent,owner,parking,unsafe,unsafe,slow,500,donotcare,no,car ebike lighttrain taxi,1,1,0,0,1,1,0,verygood,verygood,verygood,good,neutral,neutral,strongdisagree
more_75,retired,female,20.985716,105.853243,20.984939,105.850375,leisure,walk,1_3,0.310036802,10,convinient,1,4,0,2,,,,11_15,,,neutral,neutral,good,neutral,good,private_house,permanent,owner,cost,jam,jam,slow,300,yes,no,bike walk,0,0,1,0,0,0,1,good,good,neutral,good,neutral,neutral,agree
56_75,fdi,female,20.955344,105.765693,20.957348,105.766509,leisure,bike,8_10,0.238401283,45,convinient,1,1,2,2,,,,,,,,,,,,private_new,long_stay,parent_house,parking,parking,parking,parking,6543,yes,ebike,bike,0,0,1,0,0,0,0,neutral,neutral,good,good,bad,neutral,neutral
56_75,retired,male,20.989337,105.808002,20.995413,105.812852,leisure,car,8_10,0.842602349,35,timesaving,2,2,3,0,,,,,,,,,,,,private_new,permanent,owner,parking,parking,slow,slow,200,no,no,car,1,0,0,0,0,0,0,neutral,bad,neutral,bad,neutral,bad,agree
56_75,retired,male,20.986885,105.795636,20.982582,105.803576,caring,moto,4_7,0.953131486,10,other,0,3,3,3,,,,,,,,,,,,high_rise,permanent,parent_house,jam,unsafe,slow,slow,150,yes,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree
more_75,fdi,male,20.957585,105.765517,20.955101,105.766419,shopping,bike,4_7,0.291657464,567,convinient,0,1,2,1,,,,,,,,,,,,old_building,permanent,parent_house,cost,parking,jam,jam,34,no,ebike,bus,0,0,0,1,0,0,0,verybad,bad,bad,neutral,neutral,neutral,strongdisagree
less_18,student,female,21.036478,105.799297,21.03371,105.783016,education,ebike,11_13,1.717529368,25,cost convinient,1,2,1,3,,,more_20,,,,good,good,good,good,good,high_rise,permanent,parent_house,cost,jam,slow,slow,300,no,moto,car ebike bike lighttrain taxi walk,1,1,1,0,1,1,1,verygood,verygood,good,good,good,bad,neutral
more_75,retired,female,21.068562,105.893563,21.04807,105.873165,leisure,bike,1_3,3.110047326,15,cost convinient timesaving,0,0,0,2,,,,11_15,,,good,good,good,good,good,private_house,permanent,owner,parking,jam,slow,slow,600,yes,no,bike walk,0,0,1,0,0,0,1,verygood,good,neutral,verygood,neutral,neutral,agree
less_18,student,female,21.042173,105.784137,21.031214,105.789521,education,bike,11_13,1.340590188,15,convinient timesaving,1,2,1,3,,,more_20,,,,good,good,good,good,good,high_rise,permanent,parent_house,cost,jam,slow,slow,300,no,moto,car ebike bike lighttrain taxi walk,1,1,1,0,1,1,1,verygood,verygood,good,good,good,bad,neutral
56_75,retired,female,21.005734,105.81396,21.005737,105.812907,shopping,walk,8_10,0.109307785,5,cost convinient,0,4,1,2,,,,more_20,,,neutral,good,good,neutral,good,private_house,permanent,owner,cost,jam,unsafe,slow,600,yes,no,car ebike bike walk,1,1,1,0,0,0,1,good,good,good,good,neutral,neutral,agree
more_75,retired,female,20.96925,105.786941,20.972379,105.788145,visit,bike,4_7,0.36970624,5,convinient,0,0,0,2,,,,1_5,,,neutral,good,neutral,neutral,good,private_house,permanent,owner,jam,jam,unsafe,slow,700,yes,no,bike walk,0,0,1,0,0,0,1,good,good,neutral,good,neutral,neutral,agree
less_18,student,female,21.044471,105.871518,21.052038,105.88831,education,ebike,8_10,1.935110465,15,timesaving other,0,3,1,0,,1_5,more_20,,,,good,good,good,good,neutral,private_house,permanent,parent_house,cost,jam,slow,slow,400,no,moto,car ebike walk,1,1,0,0,0,0,1,verygood,verygood,neutral,neutral,good,neutral,disagree
18_25,student,female,21.034289,105.795679,21.034364,105.795867,education,ebike,11_13,0.021219241,15,cost,0,0,1,more_5,,,more_20,,,,good,good,good,good,good,resettlement,long_stay,rent,cost,cost,slow,slow,500,yes,moto,ebike,0,1,0,0,0,0,0,verygood,verygood,verygood,verygood,verygood,verygood,agree
56_75,retired,male,21.025531,105.816407,21.024609,105.817437,visit,bike,4_7,0.14812024,19,other,0,1,2,3,,6_10,6_10,6_10,,,good,neutral,good,good,good,private_house,permanent,parent_house,cost,jam,unsafe,slow,120,yes,ebike,walk,0,0,0,0,0,0,1,verybad,bad,neutral,neutral,bad,verybad,neutral
56_75,retired,male,21.070669,105.899405,21.065536,105.889664,caring,walk,4_7,1.160767596,10,other,0,2,2,3,,more_20,,,,,good,good,good,good,good,private_house,permanent,owner,cost,cost,cost,cost,150,yes,no,ebike lighttrain walk,0,1,0,0,1,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral
less_18,student,male,21.044437,105.761218,21.043059,105.770531,leisure,walk,4_7,0.978565698,14,other,0,2,2,2,,11_15,,,,,neutral,good,neutral,good,good,private_house,permanent,parent_house,jam,jam,jam,jam,123,yes,no,bus lighttrain,0,0,0,1,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
less_18,student,female,21.054247,105.91857,21.040395,105.930611,visit,bike,1_3,1.983401531,7,convinient timesaving,0,4,0,1,,1_5,,6_10,,,neutral,good,good,good,good,private_house,permanent,parent_house,cost,jam,slow,slow,600,no,ebike,car ebike bike taxi,1,1,1,0,0,1,0,good,good,good,neutral,neutral,neutral,strongdisagree
56_75,private,female,21.059923,105.786485,21.067058,105.774834,shopping,walk,1_3,1.446048338,7,cost convinient,0,4,2,0,,1_5,,,,,good,good,good,neutral,good,private_house,permanent,owner,cost,jam,jam,slow,600,yes,no,ebike bike walk,0,1,1,0,0,0,1,good,good,good,good,neutral,neutral,agree
more_75,retired,female,21.020171,105.84604,21.017621,105.851815,shopping,bike,8_10,0.663105367,13,timesaving,0,1,0,2,,1_5,,more_20,,,good,good,neutral,good,good,private_house,permanent,owner,cost,jam,jam,slow,400,yes,no,bike bus walk,0,0,1,1,0,0,1,good,good,good,verygood,neutral,neutral,agree
56_75,fdi,female,21.175145,105.731572,21.174985,105.72702,leisure,bike,8_10,0.472319919,345,timesaving,1,2,2,0,,,,,,,,,,,,high_rise,short_stay,rent,parking,parking,parking,parking,43,no,ebike,bike,0,0,1,0,0,0,0,bad,bad,neutral,neutral,neutral,neutral,agree
more_75,retired,female,21.028528,105.844637,21.031434,105.84665,shopping,walk,1_3,0.384792493,7,convinient,1,4,0,2,,,,6_10,,,neutral,good,good,neutral,good,private_house,permanent,owner,jam,jam,jam,slow,600,yes,no,bike lighttrain walk,0,0,1,0,1,0,1,good,good,neutral,good,neutral,neutral,agree
