genre,genre_autre,age,diplome,diplome_autre,situation_professionnelle,csp,compo_menage,compo_menage_autre,nb_pers_menage,nb_enfants_menage,nb_enfants_menage_14,date_der_dep_vtc,der_dep_vtc_agglo_res_on,agglo_der_dep,agglo_der_dep_autre,app_der_dep_vtc_on,app_der_dep_vtc,app_der_dep_vtc_autre,prix_estime_trajet_vtc_20min,avis_prix_estime_trajet_vtc_20min,prix_estime_trajet_taxi_20min,avis_prix_estime_trajet_taxi_20min,nb_voitures,nb_voitures_hybride_ou_elec,nb_2rm,nb_velo_meca,nb_velo_elec,nb_trot_meca,nb_trot_elec,permis_conduire_1,permis_conduire_2,temps_marche_bus,temps_marche_tram,temps_marche_metro,temps_marche_gare,abo_tc,velo_trott_lld,vtc_dispo,taxi_dispo,freq_marche,freq_vp_cond,freq_vp_passager,freq_voit_loc,freq_drm_perso,freq_drm_partage,freq_velo_perso,freq_velo_partage,freq_trott_partage,freq_tc,freq_taxi,freq_vtc,freq_maas,motif_der_dep_vtc,motif_der_dep_vtc_autre,prix_der_dep_vtc,duree_der_dep_vtc,quels_modes_de_transport_avez-vous_utili1,quels_modes_de_transport_avez-vous_utili2,quels_modes_de_transport_avez-vous_utili3,quels_modes_de_transport_avez-vous_autre,renoncement_der_dep_vtc,report_modal_der_dep_vtc,report_modal_der_dep_vtc_autre,raison_vtc_der_dep_vtc1,raison_vtc_der_dep_vtc2,raison_vtc_der_dep_vtc3,raison_vtc_der_dep_vtc_autre,raison_non_usage_vtc1,raison_non_usage_vtc2,raison_non_usage_vtc3,raison_non_usage_vtc_autre,raison_non_usage_vtc_depuis_der_dep1,raison_non_usage_vtc_depuis_der_dep2,raison_non_usage_vtc_depuis_der_dep3,raison_non_usage_vtc_depuis_der_de_autre,mauvaise_exp1,mauvaise_exp2,mauvaise_exp3,mauvaise_exp_autre,trajet_domtrav_dometudes,accompagnement_proche,visite_proche,dep_pro,loisir,aeroport,gare_ou_tc,voyage_mode_principal,courses_ou_achats,courses_conventionnees,demarches_admin,raisons_usagevtc_potentiel1,raisons_usagevtc_potentiel2,raisons_usagevtc_potentiel3,raisons_usagevtc_potentiel_autre,services_vtc_potentiels1,services_vtc_potentiels2,services_vtc_potentiels3,services_vtc_potentiels_autre,date_der_dep_taxi,lieu_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc_autre,prix_der_dep_taxi_jamaisvtc,duree_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_pasvtc_res,motif_der_dep_taxi_pasvtc_res_autre,prix_der_dep_taxi_pasvtc_res,duree_der_dep_taxi_pasvtc_res,future_mobilite_envisagee,future_mobilite_envisagee_autre,demotorisation_potentielle,raison_demoto_circulation,raison_demoto_stationnement,raison_demoto_changement,raison_demoto_moyens_financiers,raison_demoto_panne_ou_trop_vieux,raison_demoto_pref_tc,raison_demoto_pref_velo_ou_marche,raison_demoto_pref_taxi_ou_vtc,raison_demoto_pref_mobilite_partagee,demenagement_potentiel,aire_urbaine_demenagement_potentiel,situation_agglo_demenagement_potentiel,situation_agglo_demenagement_poten_autre,tc_destination_demenagement_potentiel,zfe_on,zfe_adaptation1,zfe_adaptation2,zfe_adaptation3,zfe_adaptation_autre,revenus,cat_csp,cat_age,cat_aire_urbaine,poids_redressement
Une femme,,29,"Bac +2 (BTS, DUT)",,Sans activité professionnelle,,En couple avec enfant(s),,5.0,3.0,3.0,Je n'en ai jamais utilisé,,,,,,,9,Faible,13,Adéquat,1,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Je ne sais pas,Tous les jours ou presque,2 à 3 fois par semaine,2 à 3 fois par semaine,Jamais,,,,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,2 à 3 fois par mois,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Jamais,Souvent,Jamais,Exceptionnellement,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,,,,Embarquement d’un vélo ou d’un autre équipement encombrant,Equipement en sièges pour enfants,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Oui,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Tout à fait d'accord,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Oui,Aire urbaine de Paris,Dans la ville-centre d'une agglomération,,Aussi bien desservie,Non,,,,,De 2 000 € à 3 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.046426634
Un homme,,51,"Bac +2 (BTS, DUT)",,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,3.0,1.0,0.0,Il y a moins de 12 mois,Non,Agglomération niçoise,,Non,,,25,Elevé,20,Elevé,2,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,"Oui, seulement à certaines périodes de l'année",Non,Tous les jours ou presque,Tous les jours ou presque,Jamais,Jamais,2 à 3 fois par semaine,Jamais,,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,Faire des courses ou des achats,,Entre 15 et 20 €,Entre 20 et 30 minutes,"Un(e) voiture, moto ou scooter personnel(le)",,,,Oui,Une voiture personnelle,,C'était moins cher,,,,,,,,Le service est trop cher,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,C'est trop compliqué à utiliser,,,,,,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Ça me permet de me déplacer facilement avec des proches,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 4 000 à 5 000 €,Profession intermédiaire,50-59 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.962688677
Un homme,,25,Bac + 5 (Master),,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple avec enfant(s),,5.0,3.0,0.0,Il y a moins de 12 mois,Non,Agglomération parisienne,,Oui,Uber,,40,Adéquat,40,Adéquat,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Non,Oui,Tous les jours ou presque,Tous les jours ou presque,Moins d'une fois par mois,Moins d'une fois par mois,,,Moins d'une fois par mois,Moins d'une fois par mois,Moins d'une fois par mois,2 à 3 fois par mois,2 à 3 fois par mois,2 à 3 fois par mois,2 à 3 fois par mois,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Entre 30 et 35 €,Entre 15 et 20 minutes,Aucun,,,,Oui,Une voiture personnelle,,"C’était plus pratique (j’avais des bagages, …)",,,,,,,,Je n'apprécie pas les marques de VTC,Je préfère d’autres moyens de transport,,,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Service de meilleure qualité par rapport à d'autres moyens de transport,,,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Oui,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Je ne sais pas,Hors aire urbaine (zones rurales),,,Moins bien desservie,Je ne sais pas,,,,,De 4 000 à 5 000 €,"Cadre, Profession intellectuelle supérieure",18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.976841464
Un homme,,22,Baccalauréat,,Etudiant.e,,Seul.e avec enfant(s),,3.0,0.0,0.0,Il y a plus de 12 mois,Non,Agglomération parisienne,,Non,,,30,Très élevé,25,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Moins de 5 minutes,Entre 10 et 15 minutes,Entre 15 et 20 minutes,Entre 5 et 10 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,1 fois par semaine,,2 à 3 fois par mois,,,,,Jamais,Jamais,2 à 3 fois par semaine,Jamais,Jamais,2 à 3 fois par semaine,Déplacement professionnel,,Plus de 35 €,Plus de 30 minutes,La marche à pied,,,,Non,,,,,,,,,,,Le service est trop cher,Je préfère d’autres moyens de transport,,,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Souvent,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleure qualité par rapport à d'autres moyens de transport,,,Déplacement pour raison médicale remboursé par l’assurance maladie,Embarquement d’un vélo ou d’un autre équipement encombrant,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Oui,Aire urbaine de moins de 100 000 habitants,En zone périurbaine d'une agglomération,,Moins bien desservie,Je ne sais pas,,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.239916299
Une femme,,29,"CAP, BEP",,Sans activité professionnelle,,En couple avec enfant(s),,5.0,3.0,3.0,Je n'en ai jamais utilisé,,,,,,,10,Elevé,50,Elevé,1,1,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,Je ne sais pas,Je ne sais pas,Tous les jours ou presque,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,1 fois par mois,,,,,,,,,,,,,,,,Je ne connais pas ce service,Le service est trop cher,Je préfère d'autres moyens de transport,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Autre,,,je n'utiliserais pas,Equipement en sièges pour enfants,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Je ne sais pas,Pas d'accord du tout,Pas d'accord du tout,Plutôt pas d'accord,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Plutôt pas d'accord,Pas d'accord du tout,Pas d'accord du tout,Non,,,,,Non,,,,,De 3 000 à 4 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de moins de 100 000 habitants,1.049357638
Une femme,,50,"CAP, BEP",,Actif.ve à temps partiel (-32 h / semaine),"Cadre, Profession intellectuelle supérieure",Seul.e avec enfant(s),,2.0,1.0,1.0,Je n'en ai jamais utilisé,,,,,,,15,Adéquat,30,Elevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)",,Entre 10 et 15 minutes,Entre 15 et 20 minutes,Plus de 20 minutes,Plus de 20 minutes,Oui,Non,Je ne sais pas,Oui,Tous les jours ou presque,,Jamais,,,Jamais,,Jamais,Jamais,Tous les jours ou presque,Jamais,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Le service est trop cher,Je préfère d'autres moyens de transport,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Autre,Service de meilleur rapport qualité/prix par rapport aux taxis,Service de meilleure qualité par rapport à d'autres moyens de transport,je n utilise pas,Autre,"Aide au déménagement, pour le transport de mes effets personnels",Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,rien,,,,,,,,,,,Je me déplacerai moins,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 2 000 € à 3 000 €,"Cadre, Profession intellectuelle supérieure",50-59 ans,Aire urbaine de Paris,0.864180718
Une femme,,52,"Bac +2 (BTS, DUT)",,Actif.ve à temps plein (+32 h / semaine),Employé.e,En couple avec enfant(s),,3.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,15,Adéquat,15,Adéquat,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,Je ne sais pas,Oui,2 à 3 fois par semaine,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Autre,,,Pas besoin,,,,,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Autre,,,Pas besoin,Autre,,,Pas besoin,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 3 000 à 4 000 €,Employé.e,50-59 ans,Aire urbaine de moins de 100 000 habitants,0.949970909
Une femme,,45,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple avec enfant(s),,3.0,1.0,1.0,Je n'en ai jamais utilisé,,,,,,,60,Elevé,70,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Oui,Jamais,2 à 3 fois par semaine,Jamais,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,,,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Souvent,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Equipement en sièges pour enfants,Acceptation des animaux à bord,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Non,,,,,Je ne sais pas,,,,,De 5 000 € à 6 000 €,"Cadre, Profession intellectuelle supérieure",40-49 ans,Aire urbaine de Paris,0.766243219
Une femme,,23,Bac + 5 (Master),,Etudiant.e,,Autre,avec les parents,3.0,0.0,0.0,Il y a plus de 12 mois,Non,Agglomération parisienne,,Oui,Uber,,15,Elevé,25,Très élevé,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Non,Non,1 fois par semaine,2 à 3 fois par semaine,2 à 3 fois par mois,Jamais,,,1 fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Entre 25 et 30 €,Plus de 30 minutes,La marche à pied,"Le train (TER, Intercités, TGV)",,,Je ne sais pas,,,,,,,,,,,Le service est trop cher,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,,,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Oui,Aire urbaine de plus de 200 000 habitants (hors aire urbaine de Paris),En première couronne d'une agglomération,,Mieux desservie,Non,,,,,De 2 000 € à 3 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de moins de 100 000 habitants,1.049357638
Un homme,,49,"CAP, BEP",,Actif.ve à temps plein (+32 h / semaine),"Artisan.e, Commerçant.e, Chef.fe d'entreprise",Seul.e avec enfant(s),,2.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,30,Adéquat,50,Elevé,2,Mon ménage ne possède pas ce type de véhicule,2,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,"Oui, tout le temps",Oui,Tous les jours ou presque,Tous les jours ou presque,1 fois par semaine,Jamais,Tous les jours ou presque,Jamais,1 fois par mois,Jamais,Jamais,1 fois par mois,Moins d'une fois par mois,Moins d'une fois par mois,Moins d'une fois par mois,,,,,,,,,,,,,,,,Autre,,,PAS EU BESOIN,,,,,,,,,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Souvent,Souvent,Souvent,Exceptionnellement,Souvent,Exceptionnellement,Ça me permet de me déplacer facilement avec des proches,Si aucune autre offre de transport n'est disponible seulement,,,Déplacement pour raison médicale remboursé par l’assurance maladie,Aucun service supplémentaire,,,,,,,,,,,,,J'utiliserai davantage les services de taxi ou de VTC,,Oui,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,Pas d'accord du tout,Pas d'accord du tout,Non,,,,,Oui,J'adapterai mon ou mes véhicule(s) ou en changerai,,,,De 2 000 € à 3 000 €,"Artisan.e, Commerçant.e, Chef.fe d'entreprise",40-49 ans,Aire urbaine de Paris,0.94349872
Une femme,,38,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,5.0,3.0,2.0,Je n'en ai jamais utilisé,,,,,,,70,Elevé,90,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par mois,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Autre,,,Jr n'ai pas confiance,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Autre,,,Nsp,Autre,,,Rien,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Je ne sais pas,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Plutôt d'accord,Plutôt d'accord,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Oui,Hors aire urbaine (zones rurales),,,Je ne sais pas,Je ne sais pas,,,,,De 3 000 à 4 000 €,Profession intermédiaire,30-39 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.696563204
Un homme,,55,"CAP, BEP",,Actif.ve à temps plein (+32 h / semaine),Ouvrier.ère,Seul.e avec enfant(s),,2.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,40,Très élevé,25,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Non,Non,Je ne sais pas,Oui,Tous les jours ou presque,Tous les jours ou presque,Jamais,Jamais,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Le service est trop cher,Je ne connais pas ce service,Je préfère d'autres moyens de transport,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer avec mon animal de compagnie,Service de meilleur rapport qualité/prix par rapport aux taxis,,Equipement en sièges pour enfants,Embarquement d’un vélo ou d’un autre équipement encombrant,"Aide au déménagement, pour le transport de mes effets personnels",,,,,,,,,,,,Je me déplacerai moins,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 1 000 € à 2 000 €,Ouvrier.ère,50-59 ans,Aire urbaine de moins de 100 000 habitants,1.214805994
Une femme,,19,Baccalauréat,,Etudiant.e,,Autre,Parents,5.0,2.0,0.0,Je n'en ai jamais utilisé,,,,,,,10,Elevé,30,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Je ne sais pas,Je ne sais pas,1 fois par mois,,Tous les jours ou presque,,,,,Jamais,Jamais,2 à 3 fois par mois,Moins d'une fois par mois,Moins d'une fois par mois,Moins d'une fois par mois,,,,,,,,,,,,,,,,Le service est trop cher,Je préfère d'autres moyens de transport,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Oui,Aire urbaine de plus de 200 000 habitants (hors aire urbaine de Paris),Dans la ville-centre d'une agglomération,,Mieux desservie,Oui,J’utiliserai davantage les transports en commun,,,,De 4 000 à 5 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.020595013
Une femme,,39,Bac + 3 (Licence),,Sans activité professionnelle,,Seul.e avec enfant(s),,3.0,2.0,2.0,Je n'en ai jamais utilisé,,,,,,,25,Elevé,20,Elevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Non,Non,Je ne sais pas,Je ne sais pas,1 fois par mois,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Je ne connais pas ce service,Le service est trop cher,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Je ne sais pas,Hors aire urbaine (zones rurales),,,Moins bien desservie,Non,,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),30-39 ans,Aire urbaine entre 100 000 et 200 000 habitants,0.709905464
Un homme,,22,"Bac +2 (BTS, DUT)",,Actif.ve à temps partiel (-32 h / semaine),Employé.e,Autre,Chez mes parents,5.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,30,Très élevé,39,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par mois,Tous les jours ou presque,2 à 3 fois par semaine,Jamais,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Autre,,,J'en ai pas besoin,,,,,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Autre,,,Aucune,Autre,,,Aucune,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Je ne sais pas,Pas d'accord du tout,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Tout à fait d'accord,Tout à fait d'accord,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Je ne sais pas,Hors aire urbaine (zones rurales),,,Je ne sais pas,Je ne sais pas,,,,,Je ne souhaite pas répondre,Employé.e,18-29 ans,Aire urbaine de moins de 100 000 habitants,1.100994535
